hidden,g,phi,task,mse_control,mse_lesion_connectivity,mse_lesion_activity,log_mse_control,log_mse_lesion_connectivity,log_mse_lesion_activity
16,0.9,relu,discrimination,0.008370642550289631,0.010927331633865833,0.008086392655968666,-4.783024629172848,-4.5164881389075395,-4.817572548966218
16,0.9,relu,flop,0.00022185973648447543,0.6489462852478027,0.6511659026145935,-8.413465193410369,-0.43240533111499885,-0.42899082651450937
16,0.9,relu,integrator,0.000805868417955935,1.4100732803344727,1.4081701040267944,-7.123590081941301,0.34364167490800646,0.34229106295763617
32,0.1,tanh,go,0.004625158850103617,0.46865561604499817,0.6492521166801453,-5.376244562639208,-0.7578870744089773,-0.43193416825184006
32,0.1,tanh,discrimination,0.0011185279581695795,0.10163923352956772,0.12456021457910538,-6.79574178121812,-2.2863256615900154,-2.0829660287611427
32,0.1,tanh,flop,0.0001122772300732322,0.006429937668144703,0.007964631542563438,-9.09453947658936,-5.046790434691772,-4.832744596255299
32,0.1,tanh,integrator,0.008398233912885189,0.37531083822250366,0.37076082825660706,-4.779733843704225,-0.9800006944345295,-0.9921980920342691
32,0.1,relu,go,0.012350195087492466,0.005861413665115833,0.010040868073701859,-4.39408341947482,-5.139364464705994,-4.6010917069320465
32,0.1,relu,discrimination,0.02522766962647438,0.028821710497140884,0.030657680705189705,-3.679813885776453,-3.5466263391261323,-3.484872054023041
32,0.1,relu,flop,0.00024128738732542843,0.00022119854111224413,0.0002280057524330914,-8.329521856382659,-8.416449883671278,-8.386139699358404
32,0.1,relu,integrator,0.0002997955307364464,0.00029036449268460274,0.00025889999233186245,-8.112409879890395,-8.14437355285909,-8.259068700824926
32,0.5,tanh,go,0.0035036937333643436,0.7046103477478027,0.6620449423789978,-5.653937514589794,-0.3501103271939041,-0.4124218365594416
32,0.5,tanh,discrimination,0.00020782204228453338,0.117735855281353,0.06777776777744293,-8.478828410408129,-2.139311678300321,-2.691521046696934
32,0.5,tanh,flop,0.00014102255227044225,0.002511540660634637,0.0035312557592988014,-8.866590735195532,-5.986858905124365,-5.64610173211898
32,0.5,tanh,integrator,0.008344313129782677,0.32846954464912415,0.3725133240222931,-4.786175034449134,-1.1133111557080846,-0.987482472614861
32,0.5,relu,go,0.010284814052283764,0.010118108242750168,0.010322712361812592,-4.577086835546364,-4.5934285651314495,-4.573408727704325
32,0.5,relu,discrimination,0.002702634548768401,0.0835629478096962,0.06389039009809494,-5.913528222911914,-2.482155065155173,-2.7505863186094874
32,0.5,relu,flop,0.0005047227023169398,0.4385239779949188,0.38632965087890625,-7.591501383824795,-0.8243407868064738,-0.9510642561620328
32,0.5,relu,integrator,0.00045801009400747716,0.00045762857189401984,0.000357595068635419,-7.688619334775316,-7.689452681268304,-7.93610930492941
32,0.9,tanh,go,0.0012622568756341934,0.9843107461929321,1.636096715927124,-6.67485398911456,-0.015813632807327765,0.49231335374806373
32,0.9,tanh,discrimination,0.00046789058251306415,0.06698817014694214,0.07708445191383362,-7.66727608743066,-2.703239240151613,-2.562853680048402
32,0.9,tanh,flop,0.0001659264526097104,0.27344372868537903,0.43905219435691833,-8.703965924354302,-1.296659423497402,-0.8231369792227452
32,0.9,tanh,integrator,0.00912492722272873,0.5000117421150208,0.5012730956077576,-4.696745355136759,-0.693123696605654,-0.6906042253973741
32,0.9,relu,go,0.008817190304398537,0.007525686640292406,0.006972410716116428,-4.731052019306325,-4.8894332246306424,-4.965794243691059
32,0.9,relu,discrimination,0.0010290873469784856,0.0032311417162418365,0.0007663611904717982,-6.879082940428128,-5.734919731683574,-7.173856971327023
32,0.9,relu,flop,0.0004214533546473831,0.6928302049636841,0.6961266398429871,-7.771801451776965,-0.3669703242956043,-0.3622236814019067
32,0.9,relu,integrator,0.0008384091197513044,0.38491734862327576,0.38759392499923706,-7.084004366890692,-0.954726646641749,-0.9477970724649359
64,0.1,tanh,go,0.0012117852456867695,0.42617911100387573,0.18410852551460266,-6.71566059706244,-0.852895572710508,-1.6922298826648643
64,0.1,tanh,discrimination,0.000226457545068115,0.052195630967617035,0.0542270690202713,-8.392953069602939,-2.952756485534783,-2.914575066791111
64,0.1,tanh,flop,0.00014476481010206044,0.018212171271443367,0.016948362812399864,-8.840400131704856,-4.005665157235605,-4.077584039059665
64,0.1,tanh,integrator,0.15201963484287262,0.5856143236160278,0.5936999320983887,-1.8837455898805928,-0.535093856907346,-0.5213812520757536
64,0.1,relu,go,0.014217991381883621,0.015154202468693256,0.013989793136715889,-4.253247117616286,-4.189477394819616,-4.269427276924727
64,0.1,relu,discrimination,0.0008559158304706216,0.0015849159099161625,0.0015334838535636663,-7.063338515546595,-6.447223926740944,-6.480213103605493
64,0.1,relu,flop,0.00020176044199615717,0.00019537430489435792,0.00019359048746991903,-8.508429495047462,-8.540593327031353,-8.549765519298386
64,0.1,relu,integrator,0.00034082852653227746,0.0003440474101807922,0.00037072983104735613,-7.984131061898659,-7.974731089794219,-7.900036978837705
64,0.5,tanh,go,0.0006150276167318225,0.669948399066925,0.6339113712310791,-7.393843385910971,-0.4005545858810565,-0.455846127327781
64,0.5,tanh,discrimination,0.00017317876336164773,0.0923372134566307,0.17242223024368286,-8.66118618273898,-2.3823080393498492,-1.7578089833363113
64,0.5,tanh,flop,0.00013850798131898046,0.04306100681424141,0.05290864780545235,-8.884582607145399,-3.1451374056601535,-2.939188478895177
64,0.5,tanh,integrator,0.005502432584762573,0.4106437861919403,0.4034653902053833,-5.202564996385631,-0.8900291405506483,-0.907664568915284
64,0.5,relu,go,0.013422920368611813,0.013024880550801754,0.014536618255078793,-4.310791557952567,-4.340893862148539,-4.231084416109845
64,0.5,relu,discrimination,0.0034388755448162556,0.003262283280491829,0.004583275876939297,-5.672610737539503,-5.72532793597518,-5.3853412795567595
64,0.5,relu,flop,0.0004540116642601788,0.11210302263498306,0.11318189650774002,-7.697387668049928,-2.1883369855299546,-2.1787590508456818
64,0.5,relu,integrator,0.0002599206636659801,0.01504291407763958,0.015346894972026348,-8.255134113259581,-4.196848224066344,-4.176842107363365
64,0.9,tanh,go,0.002553392667323351,0.04649190232157707,0.5769962668418884,-5.970332346312643,-3.068477125175586,-0.5499194824397018
64,0.9,tanh,discrimination,0.00026372994761914015,0.2465595155954361,0.15277402102947235,-8.240584904048575,-1.4001518720641266,-1.8787954361452865
64,0.9,tanh,flop,0.00016223541751969606,0.03109251894056797,0.021038508042693138,-8.726462083031262,-3.47078803726818,-3.8614008041452847
64,0.9,tanh,integrator,0.003341486444696784,0.35928070545196533,0.39151647686958313,-5.701339527673545,-1.023651286688758,-0.9377276779245465
64,0.9,relu,go,0.009406572207808495,0.17032276093959808,0.17051026225090027,-4.666346662968928,-1.7700600482206537,-1.7689597949150198
64,0.9,relu,discrimination,0.0006132170674391091,0.0006375501397997141,0.0008892457699403167,-7.3967915779568445,-7.357877633358276,-7.025136904031683
64,0.9,relu,flop,0.0004325633926782757,0.7778132557868958,0.7758797407150269,-7.74578166966653,-0.25126881473806784,-0.25375774411389956
64,0.9,relu,integrator,0.0005327402031980455,0.15766331553459167,0.1564415842294693,-7.537476676271391,-1.8472934339216682,-1.8550726023916289
128,0.1,tanh,go,0.0026081360410898924,0.09331078827381134,0.5277015566825867,-5.949119473283582,-2.3718195478690784,-0.6392243886362897
128,0.1,tanh,discrimination,0.0001819793978938833,0.05061265081167221,0.06648849695920944,-8.611617075680156,-2.9835537178965663,-2.7107263243397592
128,0.1,tanh,flop,0.00013406734797172248,0.008074319921433926,0.006819370202720165,-8.917168287468934,-4.819066633676003,-4.987988157033092
128,0.1,tanh,integrator,0.08421869575977325,0.4697332978248596,0.4712092876434326,-2.4743383424787715,-0.7555901967760007,-0.7524529362205216
128,0.1,relu,go,0.020905155688524246,0.018070435151457787,0.021932635456323624,-3.867759466771336,-4.013478093236974,-3.819779547925928
128,0.1,relu,discrimination,0.002581182401627302,0.002847403520718217,0.004121869336813688,-5.959507689829403,-5.861347745317662,-5.4914484959940495
128,0.1,relu,flop,0.0003980478213634342,0.00041874643648043275,0.0003974422288592905,-7.828938405718289,-7.778244984758682,-7.83046097063526
128,0.1,relu,integrator,0.0006375813391059637,0.0006403033039532602,0.0005858253571204841,-7.357828698316248,-7.353568581444615,-7.4424888381973195
128,0.5,tanh,go,0.004858754109591246,0.08111880719661713,0.5206983685493469,-5.326973229985748,-2.5118404434310855,-0.652584352005542
128,0.5,tanh,discrimination,0.00024523650063201785,0.030168714001774788,0.048985108733177185,-8.313287504328263,-3.5009498517851108,-3.0162389304640556
128,0.5,tanh,flop,0.00013715408567804843,0.017834967002272606,0.02013751119375229,-8.894405551173488,-4.026594310339934,-3.9051709746131635
128,0.5,tanh,integrator,0.0029384151566773653,0.28744375705718994,0.2880623936653137,-5.8298849053325315,-1.2467280655094775,-1.2445781776390308
128,0.5,relu,go,0.004762676078826189,0.004666527267545462,0.004423982463777065,-5.346945567280755,-5.3673401097214,-5.4207149786539865
128,0.5,relu,discrimination,0.002449633087962866,0.0006394384545274079,0.0026489440351724625,-6.011817025655809,-7.3549201815651575,-5.93359419569059
128,0.5,relu,flop,0.0014020436210557818,0.020199552178382874,0.02041611075401306,-6.56982437740455,-3.902094844207709,-3.8914309469709796
128,0.5,relu,integrator,0.0002904928114730865,0.061521656811237335,0.0611877366900444,-8.143931727337906,-2.7883660228854033,-2.793808490424415
128,0.9,tanh,go,0.00045128888450562954,0.05632460489869118,0.061825525015592575,-7.703402881380066,-2.876623807358806,-2.7834389736480354
128,0.9,tanh,discrimination,0.0003046040656045079,0.015185239724814892,0.08698529005050659,-8.096497770236713,-4.187431393660411,-2.442016254502402
128,0.9,tanh,flop,0.00022787331545259804,0.5793424844741821,0.3984293043613434,-8.38672071741143,-0.54586146596431,-0.9202252008528855
128,0.9,tanh,integrator,0.0011139726266264915,0.19022314250469208,0.16977134346961975,-6.799822709927517,-1.659557461694827,-1.7733027857219792
128,0.9,relu,go,0.003920245449990034,0.6043699979782104,0.6049211621284485,-5.541601012346614,-0.5035686891633914,-0.5026571399739407
128,0.9,relu,discrimination,0.0005237403674982488,0.000547752482816577,0.0015617052558809519,-7.5545144783085085,-7.509687046743924,-6.461976941989199
128,0.9,relu,flop,0.0007917690672911704,0.15108972787857056,0.16676147282123566,-7.141240790371126,-1.8898813942872046,-1.7911907940270384
128,0.9,relu,integrator,0.0003875672700814903,0.20271776616573334,0.20328551530838013,-7.855621124027348,-1.5959405817787558,-1.5931438087543588
256,0.1,tanh,go,0.0022871000692248344,1.2247196435928345,0.23192545771598816,-6.080470609225445,0.20271195543050455,-1.4613392618930057
256,0.1,tanh,discrimination,0.00018396784435026348,0.06479533016681671,0.06208532676100731,-8.600749574593376,-2.736521743547641,-2.7792456020039267
256,0.1,tanh,flop,9.718338696984574e-05,0.0051763541996479034,0.010368991643190384,-9.238910777053764,-5.263654292971847,-4.568935499348033
256,0.1,tanh,integrator,0.006124318111687899,1.2016628980636597,0.5789058804512024,-5.095487857452863,0.18370634591713852,-0.5466153699746771
256,0.1,relu,go,0.02179790288209915,0.015155672095716,0.01633657142519951,-3.825941511883271,-4.18938042133853,-4.114349038666239
256,0.1,relu,discrimination,0.007900010794401169,0.0056831506080925465,0.00299646588973701,-4.8408911531302,-5.170249515506338,-5.8103217214990845
256,0.1,relu,flop,0.0005562957958318293,0.0005505654262378812,0.0005505140288732946,-7.494210398287407,-7.504564760111665,-7.5046581182510534
256,0.1,relu,integrator,0.001001936150714755,0.0009930658852681518,0.0007277599070221186,-6.905821000191349,-6.9147135464039815,-7.225539362209465
256,0.5,tanh,go,0.00228125904686749,0.437104195356369,0.43766024708747864,-6.083027774891203,-0.8275836789974821,-0.8263123611911722
256,0.5,tanh,discrimination,0.00011686616926454008,0.045527342706918716,0.14460478723049164,-9.054481130304849,-3.089442194902937,-1.9337508630939273
256,0.5,tanh,flop,0.00011962753342231736,0.008400100283324718,0.006296356208622456,-9.031127530381406,-4.779511634713095,-5.06778419249438
256,0.5,tanh,integrator,0.00452339556068182,0.5974162817001343,0.6701857447624207,-5.398492336930854,-0.5151411193027968,-0.4002003740298474
256,0.5,relu,go,0.011273408308625221,0.011842017062008381,0.011928657069802284,-4.485308573525534,-4.4361013040689645,-4.42881161670203
256,0.5,relu,discrimination,0.0013409145176410675,0.0008594611426815391,0.001166225061751902,-6.614403421948513,-7.059204943376207,-6.753983189309458
256,0.5,relu,flop,0.0006560574984177947,0.0007063611410558224,0.0006476114504039288,-7.329262122834098,-7.255383920017996,-7.3422196550262955
256,0.5,relu,integrator,0.0007541669765487313,0.022076619789004326,0.022218668833374977,-7.189896760165041,-3.8132361585587087,-3.806822405054213
256,0.9,tanh,go,0.0015209661796689034,0.0542207695543766,0.07104381173849106,-6.488409501541345,-2.9146912418294444,-2.6444585255089073
256,0.9,tanh,discrimination,0.00018429923511575907,0.28791192173957825,0.32342830300331116,-8.598949843510027,-1.2451006729140257,-1.12877781865148
256,0.9,tanh,flop,0.00020464159024413675,0.04172734543681145,0.08191701769828796,-8.494250449228943,-3.1765985992270886,-2.5020485234038152
256,0.9,tanh,integrator,0.0019245491130277514,0.42295679450035095,0.577414870262146,-6.2530635656763875,-0.8604852458136805,-0.5491942582537073
256,0.9,relu,go,0.005172924138605595,0.005468693561851978,0.005285223480314016,-5.264317152942522,-5.208715528030098,-5.242840374780252
256,0.9,relu,discrimination,0.0002829968580044806,0.00020033605687785894,0.0001906036923173815,-8.170074762840335,-8.515514317125401,-8.565314194857404
256,0.9,relu,flop,0.0012223338708281517,0.5613366961479187,0.5630877614021301,-6.706993238832642,-0.5774343821035938,-0.5743197812818033
256,0.9,relu,integrator,0.000913827505428344,0.04191318899393082,0.04307476803660393,-6.997868729235196,-3.172154728459871,-3.144817881687602
512,0.1,tanh,go,0.00275868596509099,0.22952064871788025,0.5740771293640137,-5.893000812229195,-1.471762280901902,-0.5549915199753312
512,0.1,tanh,discrimination,0.00012229682761244476,0.0043360586278140545,0.05293477699160576,-9.009059454998873,-5.4407894937613746,-2.93869474606795
512,0.1,tanh,flop,8.709096437087283e-05,1.4206701517105103,1.3852483034133911,-9.348557418053362,0.35112869810984243,0.3258794040133654
512,0.1,tanh,integrator,0.16677050292491913,0.7105562686920166,0.5268265008926392,-1.791136645673403,-0.34170713867368097,-0.6408840049632535
512,0.1,relu,go,0.012587510049343109,0.011678564362227917,0.011951969936490059,-4.375050222578839,-4.45000022332944,-4.42685916594875
512,0.1,relu,discrimination,0.016447260975837708,0.02286725491285324,0.014461949467658997,-4.107596321662527,-3.7780493081974,-4.236234253381589
512,0.1,relu,flop,0.0007905247039161623,0.0008171809022314847,0.0007871628040447831,-7.142813650802212,-7.109650065054671,-7.147075464301963
512,0.1,relu,integrator,0.0007474941667169333,0.0006954196142032743,0.0006528570083901286,-7.198784056453048,-7.270995133146533,-7.334152429098339
512,0.5,tanh,go,0.004468183033168316,0.28713923692703247,0.18236829340457916,-5.410773433267705,-1.2477880347806092,-1.7017270464708494
512,0.5,tanh,discrimination,0.00020724310888908803,0.10621065646409988,0.06832899153232574,-8.481618014735263,-2.24233083185525,-2.6834211290818284
512,0.5,tanh,flop,9.727138967718929e-05,0.027606019750237465,0.7869598865509033,-9.238005654383404,-3.5897214231482213,-0.23957800193884332
512,0.5,tanh,integrator,0.0025152633897960186,0.2386130839586258,0.7717556357383728,-5.985377753360893,-1.432911934448663,-0.25908731308247895
512,0.5,relu,go,0.00825542863458395,0.008691112510859966,0.007410258520394564,-4.796884278720152,-4.745454325935777,-4.904889952240264
512,0.5,relu,discrimination,0.00039910830673761666,0.0003275484195910394,0.0005290446570143104,-7.826277732451377,-8.023874667737612,-7.544437711872528
512,0.5,relu,flop,0.0014449203154072165,0.001451854594051838,0.0014174571260809898,-6.539701103985195,-6.534913509431639,-6.558890768970768
512,0.5,relu,integrator,0.0007055741734802723,0.0005756236496381462,0.0006785349105484784,-7.256498656152068,-7.460056496862955,-7.295574627472857
512,0.9,tanh,go,0.0016361118759959936,0.3853009045124054,0.37399205565452576,-6.41543265927902,-0.953730679799172,-0.9835207233586495
512,0.9,tanh,discrimination,0.00012078229337930679,0.07240846753120422,0.06411073356866837,-9.021520861193034,-2.625432031578265,-2.7471434787045195
512,0.9,tanh,flop,6.865547766210511e-05,0.04761846736073494,0.7391310930252075,-9.586409637788426,-3.044534623222232,-0.3022799813098141
512,0.9,tanh,integrator,0.0007287804037332535,0.14625005424022675,0.4955208897590637,-7.224138100781159,-1.9224374219968947,-0.7021457671520924
512,0.9,relu,go,0.0061051445081830025,0.010341377928853035,0.013343065045773983,-5.098623501235564,-4.571602156802393,-4.316758501334989
512,0.9,relu,discrimination,0.0003585992380976677,0.0007080624927766621,0.0002957861579488963,-7.933305121453425,-7.2529782015321205,-8.125873804087119
512,0.9,relu,flop,0.0015690629370510578,0.19602853059768677,0.19806833565235138,-6.457276693192491,-1.6294950660711587,-1.6191431782737775
512,0.9,relu,integrator,0.0006564113427884877,0.0011267976369708776,0.0009596896125003695,-7.3287229185983,-6.788375619079202,-6.948900646093788
