hidden,g,phi,task,mse_control,mse_lesion_connectivity,mse_lesion_activity,log_mse_control,log_mse_lesion_connectivity,log_mse_lesion_activity
32,0.5,relu,discrimination,0.004020510241389275,0.06422624737024307,0.05346909165382385,-5.51634645868687,-2.7453433142947907,-2.9286515181249513
32,0.5,relu,flop,0.0005176880513317883,0.5832162499427795,0.5684142112731934,-7.566137714616787,-0.5391972352623212,-0.5649048808317821
32,0.5,relu,integrator,0.0004049125127494335,0.12753143906593323,0.12871669232845306,-7.811839532095596,-2.059392363870452,-2.050141473268532
32,0.9,tanh,go,0.002421861281618476,1.095381498336792,1.015538215637207,-6.023218909802589,0.09110270289874249,0.015418733666222777
32,0.9,tanh,discrimination,0.0005185696063563228,0.05670665204524994,0.050274528563022614,-7.564436293680292,-2.8698637551078416,-2.9902567205325266
32,0.9,tanh,flop,0.00014721819024998695,0.5683774352073669,0.7347766160964966,-8.823594784236422,-0.5649695823379078,-0.3081887496416973
32,0.9,tanh,integrator,0.008992323651909828,0.4535408318042755,0.439850389957428,-4.711383993161172,-0.7906699764254063,-0.8213206327147252
32,0.9,relu,go,0.012169646099209785,0.036390937864780426,0.03576131537556648,-4.408810452174648,-3.313435495093847,-3.33088854592025
32,0.9,relu,discrimination,0.0024770440068095922,0.515888512134552,0.5224132537841797,-6.000689362460106,-0.6618645986000221,-0.6492963303919449
32,0.9,relu,flop,0.0004120693192817271,1.1043450832366943,1.0559641122817993,-7.794318972083503,0.09925247440894858,0.054454200124951314
32,0.9,relu,integrator,0.0006132717244327068,0.4133976697921753,0.4115498960018158,-7.3967024503692205,-0.8833452684407876,-0.8878250122622992
64,0.1,tanh,go,0.0010266024619340897,0.48472294211387634,0.829376757144928,-6.8815005096974735,-0.7241778046454788,-0.187080755260468
64,0.1,tanh,discrimination,0.00025424917112104595,0.05672396346926689,0.06917960196733475,-8.277195783135133,-2.8695585213916557,-2.671049229069679
64,0.1,tanh,flop,0.00012225961836520582,0.2591088116168976,0.2987380921840668,-9.009363754870236,-1.350507183436204,-1.2081880353289025
64,0.1,tanh,integrator,0.10409152507781982,0.6429838538169861,0.4716137647628784,-2.2624847180314958,-0.44163566576432844,-0.7515949233765893
64,0.1,relu,go,0.015543797053396702,0.017161043360829353,0.016693785786628723,-4.164093623258528,-4.06511338485755,-4.092718737394113
64,0.1,relu,discrimination,0.0006263664690777659,0.00037654145853593946,0.0003348682657815516,-7.375574944289778,-7.884482401153302,-8.001773339949926
64,0.1,relu,flop,0.00018425648158881813,0.0001859984768088907,0.00018918054411187768,-8.59918184928389,-8.589772073484117,-8.572808739023762
64,0.1,relu,integrator,0.00025017737061716616,0.0003018422576133162,0.00029959442326799035,-8.29334040919707,-8.105606002832758,-8.113080920419717
64,0.5,tanh,go,0.00046496925642713904,0.7985100150108337,0.8850511908531189,-7.673539269773078,-0.2250077691254059,-0.1221097928751504
64,0.5,tanh,discrimination,0.0001874339795904234,0.10790135711431503,0.1794840544462204,-8.58208388340976,-2.226537829278006,-1.7176689081683918
64,0.5,tanh,flop,0.00015041364531498402,0.04060954973101616,0.04433151334524155,-8.802121423735613,-3.2037520249835136,-3.116059492634137
64,0.5,tanh,integrator,0.006598625797778368,0.57023686170578,0.5632205009460449,-5.020893864086803,-0.5617034576169775,-0.574084073973304
64,0.5,relu,go,0.015283888205885887,0.014180941507220268,0.014760086312890053,-4.18095606387818,-4.255856363240278,-4.21582861207013
64,0.5,relu,discrimination,0.002611842006444931,0.00263674883171916,0.004521602299064398,-5.94769955697591,-5.938208623883724,-5.398888857011616
64,0.5,relu,flop,0.0004963528481312096,1.0635815858840942,1.0773571729660034,-7.608223496794086,0.061642067228294566,0.07451098011781956
64,0.5,relu,integrator,0.0002561423752922565,0.03329858556389809,0.033420804888010025,-8.269777114595367,-3.402240358456467,-3.398576672083061
64,0.9,tanh,go,0.0024367673322558403,0.6747303009033203,0.7103552222251892,-6.0170829819146165,-0.3934422221699652,-0.341990121068368
64,0.9,tanh,discrimination,0.0002535225357860327,0.10731622576713562,0.05706058815121651,-8.280057840320048,-2.2319754220720496,-2.8636416256576083
64,0.9,tanh,flop,0.0001248873013537377,0.06407426297664642,0.0726398453116417,-8.988098816508042,-2.7477125093085517,-2.622241674211718
64,0.9,tanh,integrator,0.002529173856601119,0.508538007736206,0.5839220285415649,-5.979862568460979,-0.6762153214761452,-0.5379878178388263
64,0.9,relu,go,0.011211845092475414,0.38947153091430664,0.3965744972229004,-4.490784462000922,-0.9429645077051368,-0.9248913684866935
64,0.9,relu,discrimination,0.0017390582943335176,0.05809033662080765,0.05827997997403145,-6.354411522415928,-2.845755952179412,-2.8424966412716737
64,0.9,relu,flop,0.0004551085876300931,0.9450028538703918,0.9515901803970337,-7.694974513354619,-0.05656733152428577,-0.049620819651307456
64,0.9,relu,integrator,0.0006920195301063359,0.44368472695350647,0.44386348128318787,-7.27589638004784,-0.812641043201204,-0.8122382384173298
128,0.1,tanh,go,0.0024585037026554346,0.5385972261428833,0.5987472534179688,-6.008202365050598,-0.6187872487425137,-0.5129157174609049
128,0.1,tanh,discrimination,0.00020166194008197635,0.09416130185127258,0.11091850697994232,-8.508917826486242,-2.362745990177599,-2.1989595186574413
128,0.1,tanh,flop,0.00014953070785850286,0.009485208429396152,0.017397582530975342,-8.808008782490187,-4.658021701203372,-4.051424017415433
128,0.1,tanh,integrator,0.09065020084381104,0.9593492150306702,0.8499648571014404,-2.4007471261873605,-0.04150012540875911,-0.16256027493902656
128,0.1,relu,go,0.019100651144981384,0.022346675395965576,0.019418029114603996,-3.9580328531503683,-3.8010777208455777,-3.9415533086736847
128,0.1,relu,discrimination,0.008145160973072052,0.00219656340777874,0.003485472872853279,-4.810331273701439,-6.120861227321697,-5.659151555924719
128,0.1,relu,flop,0.00044127233559265733,0.000452680978924036,0.00044791854452341795,-7.725848332090989,-7.70032292136106,-7.710899162340824
128,0.1,relu,integrator,0.0006037819548510015,0.0005596153205260634,0.0005745832459069788,-7.412297427108648,-7.488260937909997,-7.461865569680976
128,0.5,tanh,go,0.006286004092544317,0.5122982859611511,0.5640599727630615,-5.06942968954997,-0.6688482338142911,-0.5725946984509309
128,0.5,tanh,discrimination,0.00022532818547915667,0.048921290785074234,0.054646771401166916,-8.397952616357083,-3.0175425828801434,-2.906865143851008
128,0.5,tanh,flop,0.00011674549750750884,0.12131484597921371,0.1228545680642128,-9.055514227405103,-2.109366079925919,-2.0967539966263833
128,0.5,tanh,integrator,0.0028721594717353582,0.4329984486103058,0.4309844672679901,-5.852691102967441,-0.8370211338721956,-0.8416832283491719
128,0.5,relu,go,0.004717648029327393,0.00512482738122344,0.004366212524473667,-5.356444902448129,-5.273658436237406,-5.433859344880658
128,0.5,relu,discrimination,0.0005931452615186572,0.003884243778884411,0.0015615223674103618,-7.430071228561992,-5.550826965619394,-6.462094057033543
128,0.5,relu,flop,0.0010947000700980425,0.4000301957130432,0.3959299921989441,-6.817274861819744,-0.9162152454407195,-0.9265178707327906
128,0.5,relu,integrator,0.0004387803201097995,0.16775117814540863,0.16753560304641724,-7.731511679908524,-1.7852734799334966,-1.7865593948027374
128,0.9,tanh,go,0.0004305838083382696,0.563271701335907,0.15970054268836975,-7.750368576299599,-0.5739931716309822,-1.834454825593057
128,0.9,tanh,discrimination,0.00028578555793501437,0.11849838495254517,0.11305644363164902,-8.160268825813125,-2.132855947592274,-2.1798680838139415
128,0.9,tanh,flop,0.00022286504099611193,0.7114964723587036,0.6690165996551514,-8.40894416703683,-0.3403848194986692,-0.4019464065232447
128,0.9,tanh,integrator,0.0015447712503373623,0.42504605650901794,0.41035696864128113,-6.472879437628171,-0.8555577476726227,-0.8907278428615513
128,0.9,relu,go,0.005125933326780796,0.5671296715736389,0.5669119358062744,-5.273442657995547,-0.5671673037409697,-0.5675513033554866
128,0.9,relu,discrimination,0.000917397323064506,0.0484386570751667,0.0448494628071785,-6.993969893764358,-3.0274570841504436,-3.1044436680924634
128,0.9,relu,flop,0.0007832538685761392,0.5102859735488892,0.519569456577301,-7.152053689010893,-0.6727839779666589,-0.6547547784821602
128,0.9,relu,integrator,0.0003935758722946048,0.4088694453239441,0.40942323207855225,-7.840236694729622,-0.8943593784828973,-0.893005860714875
256,0.1,tanh,go,0.0021517521236091852,2.0109200477600098,2.047149658203125,-6.141472827513283,0.6985923525461684,0.7164484149998959
256,0.1,tanh,discrimination,0.0011123490985482931,0.09816109389066696,0.08501719683408737,-6.801281194878396,-2.3211453346861246,-2.4649017272597353
256,0.1,tanh,flop,0.00015989260282367468,0.031008172780275345,0.20212431252002716,-8.741008200459776,-3.4735044711700027,-1.5988723623521117
256,0.1,tanh,integrator,0.006505513098090887,0.9722579121589661,0.9765609502792358,-5.0351052926355,-0.02813416799125677,-0.02371811353263769
256,0.1,relu,go,0.017061207443475723,0.0179637148976326,0.017372462898492813,-4.0709479631349845,-4.019401394644523,-4.052868918423902
256,0.1,relu,discrimination,0.005229900125414133,0.004985735286027193,0.0029564157593995333,-5.253363097566779,-5.3011743867407946,-5.823777636463118
256,0.1,relu,flop,0.0005206626374274492,0.0005042263655923307,0.0004951803130097687,-7.56040825487835,-7.592485252645201,-7.6105885930187185
256,0.1,relu,integrator,0.001057455432601273,0.0008204023470170796,0.0008462652913294733,-6.851889792044201,-7.105715670949712,-7.0746776643831994
256,0.5,tanh,go,0.0019475810695439577,0.5947487950325012,0.6686278581619263,-6.241167153592083,-0.5196161558078458,-0.40252763945386005
256,0.5,tanh,discrimination,0.00014925636060070246,0.1535787731409073,0.11562301218509674,-8.809845189509511,-1.8735416635156887,-2.1574202752100073
256,0.5,tanh,flop,0.00017617628327570856,0.03567628562450409,0.07634448260068893,-8.644025454681174,-3.3332690791416044,-2.572499514490736
256,0.5,tanh,integrator,0.0049675446934998035,0.43587154150009155,0.505815327167511,-5.304829586397135,-0.8304077086318726,-0.6815836423831101
256,0.5,relu,go,0.011608044616878033,0.010939870029687881,0.011994616128504276,-4.456056919775828,-4.515341362343345,-4.423297385828312
256,0.5,relu,discrimination,0.0009580171317793429,0.0012233135057613254,0.0008889785967767239,-6.950644897293871,-6.706192113539646,-7.025437398356925
256,0.5,relu,flop,0.0007589318556711078,0.5305624604225159,0.5317829251289368,-7.18359856632376,-0.6338175890792821,-0.6315199083815412
256,0.5,relu,integrator,0.000567189825233072,0.025569671764969826,0.025571325793862343,-7.474816521494928,-3.6663483264853354,-3.666283641439206
256,0.9,tanh,go,0.0016892965650185943,0.30678898096084595,0.3550988435745239,-6.383443070413262,-1.1815951261677806,-1.0353590956575924
256,0.9,tanh,discrimination,0.0001848176179919392,0.11636640876531601,0.24696189165115356,-8.59614106784661,-2.151011369823729,-1.3985212390704294
256,0.9,tanh,flop,0.00014458750956691802,0.1200324296951294,0.6023380160331726,-8.841625631175777,-2.119993325250946,-0.5069365028217641
256,0.9,tanh,integrator,0.0022936654277145863,1.4094806909561157,0.5815209746360779,-6.077604117592271,0.3432213322629526,-0.5421082377924452
256,0.9,relu,go,0.005962882190942764,0.025962868705391884,0.027738625183701515,-5.12220132571204,-3.651087888421261,-3.584929426113047
256,0.9,relu,discrimination,0.0003305095015093684,0.02046707086265087,0.021995367482304573,-8.014875150192072,-3.8889379837027023,-3.8169234167827386
256,0.9,relu,flop,0.001213165814988315,0.8939858675003052,0.904144287109375,-6.714521960103458,-0.11206531209878001,-0.10076632169195865
256,0.9,relu,integrator,0.0008072275086306036,0.09449020773172379,0.0949411615729332,-7.121905010428988,-2.3592590717380792,-2.3544979311230536
512,0.1,tanh,go,0.0031637572683393955,0.5563220977783203,0.8925949335098267,-5.7559949487264985,-0.5864078399173565,-0.11362240290678867
512,0.1,tanh,discrimination,0.00010609288437990472,0.029896393418312073,0.06039095297455788,-9.151195579815697,-3.5100174273219844,-2.8069159704497286
512,0.1,tanh,flop,8.711999544175342e-05,1.634873390197754,1.433961272239685,-9.348224131661041,0.49156536416288477,0.36044073500638196
512,0.1,tanh,integrator,0.18107320368289948,1.7729272842407227,3.757657051086426,-1.7088538892432052,0.5726320134144296,1.3237956384678558
512,0.1,relu,go,0.012297224253416061,0.013091079890727997,0.014036298729479313,-4.398381712525152,-4.335824205081233,-4.26610853839565
512,0.1,relu,discrimination,0.01809541881084442,0.022388292476534843,0.011530434712767601,-4.012096477119911,-3.79921711405163,-4.462765242656688
512,0.1,relu,flop,0.0007872508140280843,0.0007669013575650752,0.0007246419554576278,-7.14696366396896,-7.173152372996729,-7.2298328796371205
512,0.1,relu,integrator,0.0005941470735706389,0.0006324878777377307,0.0005945464363321662,-7.428383670645336,-7.365849503178308,-7.427711734989549
512,0.5,tanh,go,0.0016910755075514317,0.2563048303127289,0.19553928077220917,-6.382390557459734,-1.3613877994661396,-1.6319939950733424
512,0.5,tanh,discrimination,0.000255107443081215,0.12010680884122849,0.07762353867292404,-8.273825756130373,-2.119373858403871,-2.555884564375273
512,0.5,tanh,flop,8.919506944948807e-05,0.13969150185585022,1.0707837343215942,-9.324684795135996,-1.9683188459521286,0.06839084233725187
512,0.5,tanh,integrator,0.0017656623385846615,2.2222728729248047,0.6219481229782104,-6.339229396336098,0.7985304887741814,-0.47489859329323786
512,0.5,relu,go,0.010871830396354198,0.00838472694158554,0.010012058541178703,-4.521580202295981,-4.7813434493432965,-4.603965058328355
512,0.5,relu,discrimination,0.00033877973328344524,0.0003718373191077262,0.0003171475837007165,-7.9901604160917685,-7.897054113567424,-8.056143328703502
512,0.5,relu,flop,0.0015158114256337285,0.0014695668360218406,0.001392844133079052,-6.491804388922625,-6.52278759098794,-6.576407483424817
512,0.5,relu,integrator,0.0007530129514634609,0.0007390751852653921,0.0006681072409264743,-7.191428130493622,-7.210110902995765,-7.311061857003751
512,0.9,tanh,go,0.001484016189351678,0.6707006692886353,0.5702300667762756,-6.513003225029824,-0.39943233798125943,-0.5617153736652815
512,0.9,tanh,discrimination,0.00020615856919903308,0.2238164246082306,0.059152696281671524,-8.486864931889528,-1.4969290961268242,-2.827633105798316
512,0.9,tanh,flop,6.082066101953387e-05,0.07913903146982193,0.9487457275390625,-9.70758100731746,-2.53654908128749,-0.05261445353507209
512,0.9,tanh,integrator,0.00066252367105335,0.46706902980804443,0.5943863391876221,-7.319454270850345,-0.7612782168020801,-0.5202257683668788
512,0.9,relu,go,0.006080976687371731,0.016221527010202408,0.016330638900399208,-5.102589956534833,-4.1214160910638125,-4.11471224842957
512,0.9,relu,discrimination,0.00041382151539437473,0.0003211149014532566,0.00032542587723582983,-7.79007579933468,-8.04371155043001,-8.030375841953312
512,0.9,relu,flop,0.0015875943936407566,0.6280729174613953,0.6233909130096436,-6.4455353684040295,-0.4650990086469359,-0.4725814882555499
512,0.9,relu,integrator,0.0006059861043468118,0.02179569937288761,0.021776866167783737,-7.408653502278631,-3.8260426051217022,-3.826907057606562
